Order ID,Segment,Payment Mode,Ship Mode,Category,Sub-Category,Quantity,Sales
CA-2020-152261,Consumer,Online,Standard Class,Office Supplies,Binders,4,93.528
CA-2020-104885,Corporate,Online,Standard Class,Office Supplies,Envelopes,7,156.96
CA-2020-104885,Corporate,COD,Standard Class,Office Supplies,Art,3,134.52
CA-2020-121804,Consumer,COD,Standard Class,Office Supplies,Appliances,5,110.8
CA-2020-111815,Consumer,Online,Standard Class,Technology,Accessories,2,125.98
CA-2020-123085,Consumer,Online,Standard Class,Furniture,Chairs,3,185.352
CA-2020-111815,Consumer,Online,Standard Class,Furniture,Chairs,1,227.98
CA-2020-117513,Corporate,COD,Standard Class,Furniture,Tables,7,426.672
CA-2020-123085,Consumer,COD,Standard Class,Technology,Accessories,8,1099.44
CA-2020-127621,Consumer,COD,Standard Class,Office Supplies,Paper,8,100.88
US-2020-119816,Home Office,COD,Second Class,Furniture,Furnishings,5,117.5
CA-2020-142174,Consumer,Online,Standard Class,Office Supplies,Paper,2,134.568
CA-2020-110478,Corporate,Online,Standard Class,Office Supplies,Envelopes,1,93.25
US-2020-119816,Home Office,COD,Second Class,Office Supplies,Labels,1,124.464
US-2020-119816,Home Office,Online,Second Class,Office Supplies,Storage,1,123.72
CA-2020-110478,Corporate,Online,Standard Class,Office Supplies,Art,4,122.32
CA-2020-168123,Consumer,Online,Same Day,Office Supplies,Binders,2,142.96
CA-2020-168123,Consumer,Online,Same Day,Office Supplies,Storage,4,265.16
CA-2020-161046,Corporate,Cards,Same Day,Office Supplies,Binders,6,271.36
CA-2020-161046,Corporate,COD,Same Day,Office Supplies,Appliances,2,291.24
CA-2020-161046,Corporate,COD,Same Day,Technology,Accessories,3,339.97
CA-2020-168123,Consumer,COD,Same Day,Office Supplies,Fasteners,2,112.9
CA-2020-147753,Consumer,Cards,Same Day,Office Supplies,Labels,2,114.06
CA-2020-168123,Consumer,COD,Same Day,Office Supplies,Binders,3,148.69
CA-2020-161046,Corporate,COD,Same Day,Office Supplies,Envelopes,4,130.68
CA-2020-167640,Home Office,Online,Standard Class,Technology,Phones,2,253.384
CA-2020-167640,Home Office,Online,Standard Class,Office Supplies,Paper,7,327.93
CA-2020-148642,Consumer,Online,Standard Class,Office Supplies,Labels,2,73.928
CA-2020-167640,Home Office,COD,Standard Class,Office Supplies,Labels,4,127.52
CA-2020-168193,Consumer,Online,Second Class,Office Supplies,Paper,1,132.38
US-2020-119039,Home Office,Cards,Standard Class,Office Supplies,Binders,9,112.976
CA-2020-167640,Home Office,Cards,Standard Class,Office Supplies,Art,6,117.88
CA-2020-148642,Consumer,Online,Standard Class,Office Supplies,Art,4,165.488
CA-2020-168193,Consumer,Online,Second Class,Furniture,Furnishings,3,153.97
CA-2020-125101,Corporate,Cards,Second Class,Office Supplies,Storage,2,165.78
CA-2020-110884,Consumer,COD,Standard Class,Office Supplies,Labels,3,106.59
CA-2020-110884,Consumer,Online,Standard Class,Office Supplies,Binders,6,133.92
CA-2020-136672,Home Office,COD,Standard Class,Technology,Accessories,3,134.08
CA-2020-104080,Consumer,COD,Standard Class,Office Supplies,Binders,5,196.2
CA-2020-155698,Corporate,Cards,First Class,Office Supplies,Appliances,8,669.84
CA-2020-104080,Consumer,Online,Standard Class,Office Supplies,Art,2,77.36
CA-2020-155698,Corporate,COD,First Class,Office Supplies,Labels,2,111.7
CA-2020-102834,Corporate,Cards,Standard Class,Technology,Accessories,2,234.98
CA-2020-147354,Consumer,Online,Standard Class,Technology,Copiers,2,521.984
CA-2020-147354,Consumer,Online,Standard Class,Office Supplies,Binders,5,112.84
CA-2020-140494,Corporate,Online,Second Class,Technology,Accessories,4,123.96
CA-2020-132290,Consumer,Online,Standard Class,Furniture,Tables,4,948.408
CA-2020-144638,Home Office,COD,Standard Class,Furniture,Furnishings,1,81.696
CA-2020-155824,Corporate,Cards,Standard Class,Office Supplies,Binders,4,112.092
CA-2020-144638,Home Office,COD,Standard Class,Office Supplies,Art,2,128.248
CA-2020-144638,Home Office,Cards,Standard Class,Technology,Phones,3,128.91
CA-2020-130967,Consumer,Online,Standard Class,Technology,Phones,3,136.982
CA-2020-144638,Home Office,Online,Standard Class,Furniture,Furnishings,2,150.872
CA-2020-155824,Corporate,Online,Standard Class,Office Supplies,Appliances,1,141.784
US-2020-133081,Home Office,COD,Standard Class,Technology,Accessories,4,108.88
US-2020-141558,Home Office,Online,Standard Class,Furniture,Tables,3,167.764
US-2020-141558,Home Office,COD,Standard Class,Technology,Phones,5,799.85
CA-2020-147291,Consumer,Online,Standard Class,Office Supplies,Binders,4,924.92
US-2020-141558,Home Office,COD,Standard Class,Office Supplies,Binders,1,107.294
US-2020-133081,Home Office,Online,Standard Class,Furniture,Furnishings,1,132.72
US-2020-141558,Home Office,Cards,Standard Class,Office Supplies,Storage,1,145.28
CA-2020-159352,Corporate,Cards,Standard Class,Technology,Phones,7,102.93
CA-2020-116288,Corporate,Online,Standard Class,Office Supplies,Storage,3,273.94
CA-2020-152786,Consumer,COD,Standard Class,Office Supplies,Binders,9,122.41
CA-2020-106859,Home Office,COD,Second Class,Office Supplies,Storage,8,105.8
CA-2020-157966,Home Office,COD,Same Day,Furniture,Chairs,1,139.768
CA-2020-106859,Home Office,Online,Second Class,Technology,Phones,8,190.736
CA-2020-107713,Consumer,Cards,Standard Class,Office Supplies,Binders,3,211.3
CA-2020-157966,Home Office,COD,Same Day,Technology,Machines,2,228.986
CA-2020-106859,Home Office,Cards,Second Class,Technology,Accessories,5,232.95
CA-2020-106859,Home Office,Online,Second Class,Office Supplies,Paper,6,303.24
US-2020-146906,Consumer,COD,Standard Class,Technology,Phones,2,339.9
CA-2020-166296,Home Office,Online,Standard Class,Office Supplies,Paper,3,364.55
CA-2020-153843,Consumer,Online,First Class,Office Supplies,Appliances,2,507.16
CA-2020-157966,Home Office,Cards,Same Day,Technology,Copiers,2,1004.984
CA-2020-105851,Consumer,Cards,Standard Class,Office Supplies,Supplies,2,1346.496
CA-2020-162474,Corporate,Cards,First Class,Technology,Phones,1,116.992
CA-2020-157966,Home Office,Cards,Same Day,Office Supplies,Paper,3,122.552
CA-2020-157966,Home Office,Cards,Same Day,Office Supplies,Art,4,134.456
CA-2020-157966,Home Office,Cards,Same Day,Technology,Phones,1,130.36
CA-2020-157966,Home Office,Cards,Same Day,Office Supplies,Art,5,144.76
CA-2020-106859,Home Office,Cards,Second Class,Office Supplies,Paper,7,124.36
CA-2020-153843,Consumer,COD,First Class,Office Supplies,Binders,2,139.88
CA-2020-153843,Consumer,Cards,First Class,Office Supplies,Paper,4,160.12
CA-2020-114370,Corporate,COD,Second Class,Technology,Phones,2,121.616
CA-2020-129294,Corporate,COD,Standard Class,Office Supplies,Appliances,3,186.67
CA-2020-161172,Consumer,Cards,Same Day,Technology,Accessories,2,197.984
CA-2020-129294,Corporate,Cards,Standard Class,Office Supplies,Storage,2,340.12
CA-2020-152135,Home Office,Cards,Second Class,Technology,Phones,8,475.44
US-2020-101539,Home Office,COD,Second Class,Technology,Phones,3,673.976
CA-2020-129294,Corporate,Cards,Standard Class,Office Supplies,Binders,5,85.68
US-2020-101539,Home Office,Cards,Second Class,Office Supplies,Paper,1,116.48
CA-2020-161172,Consumer,Online,Same Day,Office Supplies,Binders,3,125.193
US-2020-101539,Home Office,COD,Second Class,Office Supplies,Storage,1,141.51
CA-2020-161172,Consumer,Online,Same Day,Technology,Phones,2,128.376
CA-2020-161172,Consumer,Cards,Same Day,Office Supplies,Storage,2,169.224
CA-2020-129294,Corporate,Cards,Standard Class,Office Supplies,Binders,6,136.464
CA-2020-161172,Consumer,COD,Same Day,Furniture,Furnishings,6,168.264
CA-2020-140949,Consumer,Online,Second Class,Technology,Accessories,3,104.06
CA-2020-140949,Consumer,COD,Second Class,Office Supplies,Storage,8,127.44
CA-2020-140949,Consumer,Cards,Second Class,Technology,Phones,6,144.7
CA-2020-142867,Home Office,Online,Standard Class,Office Supplies,Paper,3,119.272
CA-2020-140949,Consumer,Online,Second Class,Office Supplies,Labels,1,124.31
CA-2020-142867,Home Office,Cards,Standard Class,Office Supplies,Binders,6,119.776
CA-2020-129567,Consumer,Online,Second Class,Office Supplies,Binders,2,124.456
US-2020-129224,Home Office,Online,Standard Class,Office Supplies,Labels,2,127.608
CA-2020-140949,Consumer,COD,Second Class,Office Supplies,Labels,5,98.75
CA-2020-140949,Consumer,Online,Second Class,Office Supplies,Binders,3,146.144
CA-2020-140949,Consumer,COD,Second Class,Office Supplies,Storage,3,137.53
CA-2020-140949,Consumer,Cards,Second Class,Office Supplies,Art,6,125.1
CA-2020-140949,Consumer,COD,Second Class,Technology,Accessories,8,134.6
US-2020-119438,Consumer,COD,Standard Class,Furniture,Furnishings,3,113.524
CA-2020-122007,Corporate,COD,Second Class,Office Supplies,Appliances,7,136.86
US-2020-119438,Consumer,COD,Standard Class,Office Supplies,Binders,3,198.994
CA-2020-162075,Consumer,Online,Standard Class,Technology,Phones,7,556.544
US-2020-119438,Consumer,COD,Standard Class,Office Supplies,Appliances,3,82.688
CA-2020-143084,Corporate,COD,Standard Class,Office Supplies,Art,5,108.9
CA-2020-160087,Consumer,Cards,Standard Class,Office Supplies,Art,3,119.832
CA-2020-143084,Corporate,Cards,Standard Class,Office Supplies,Envelopes,5,143.4
CA-2020-148145,Consumer,COD,Standard Class,Office Supplies,Art,4,112.2
US-2020-119438,Consumer,Cards,Standard Class,Technology,Accessories,3,153.816
CA-2020-105410,Consumer,COD,First Class,Technology,Accessories,2,147.54
CA-2020-105410,Consumer,COD,First Class,Technology,Accessories,4,238.96
CA-2020-140515,Corporate,Cards,Standard Class,Office Supplies,Appliances,7,421.36
CA-2020-105410,Consumer,COD,First Class,Technology,Phones,6,696.504
CA-2020-124436,Consumer,Cards,Second Class,Furniture,Tables,5,737.16
CA-2020-166499,Corporate,COD,First Class,Office Supplies,Art,3,90.94
CA-2020-124436,Consumer,Online,Second Class,Office Supplies,Binders,2,128.624
CA-2020-124436,Consumer,COD,Second Class,Furniture,Furnishings,1,129.93
CA-2020-105410,Consumer,Online,First Class,Office Supplies,Binders,6,97.824
CA-2020-124436,Consumer,COD,Second Class,Office Supplies,Binders,7,153.496
US-2020-104955,Home Office,COD,Standard Class,Office Supplies,Labels,7,153.91
US-2020-143770,Consumer,COD,Standard Class,Technology,Accessories,2,252.0
CA-2020-122763,Consumer,COD,Same Day,Office Supplies,Paper,7,284.064
CA-2020-165491,Corporate,COD,Standard Class,Technology,Accessories,7,302.93
CA-2020-154214,Consumer,Cards,Second Class,Furniture,Furnishings,1,134.91
US-2020-143770,Consumer,Cards,Standard Class,Office Supplies,Paper,2,145.96
CA-2020-122763,Consumer,Online,Same Day,Office Supplies,Paper,2,169.704
CA-2020-156272,Corporate,COD,Standard Class,Office Supplies,Appliances,1,100.384
CA-2020-169285,Consumer,Cards,Standard Class,Office Supplies,Paper,5,300.4
CA-2020-111591,Home Office,Online,Standard Class,Office Supplies,Storage,4,397.32
CA-2020-108539,Consumer,COD,Second Class,Office Supplies,Storage,4,770.84
CA-2020-119452,Consumer,Cards,Standard Class,Furniture,Chairs,6,1839.88
CA-2020-169285,Consumer,Cards,Standard Class,Office Supplies,Paper,1,108.78
CA-2020-108539,Consumer,COD,Second Class,Office Supplies,Binders,2,116.544
CA-2020-111591,Home Office,Online,Standard Class,Office Supplies,Fasteners,7,106.02
CA-2020-111591,Home Office,Cards,Standard Class,Furniture,Furnishings,3,119.14
CA-2020-108539,Consumer,COD,Second Class,Office Supplies,Binders,3,129.896
CA-2020-117156,Consumer,Cards,Second Class,Office Supplies,Envelopes,3,118.856
CA-2020-111591,Home Office,Online,Standard Class,Office Supplies,Binders,6,127.576
CA-2020-135650,Consumer,Online,Standard Class,Office Supplies,Storage,2,155.728
CA-2020-155985,Home Office,Cards,First Class,Furniture,Furnishings,8,225.84
CA-2020-136511,Corporate,COD,Second Class,Office Supplies,Supplies,3,366.58
CA-2020-140151,Consumer,COD,First Class,Technology,Copiers,4,3445.96
CA-2020-140151,Consumer,COD,First Class,Office Supplies,Paper,3,126.04
US-2020-140074,Consumer,COD,Standard Class,Office Supplies,Paper,6,134.68
CA-2020-140151,Consumer,Cards,First Class,Office Supplies,Storage,2,139.48
CA-2020-120719,Home Office,Online,First Class,Office Supplies,Binders,5,145.76
CA-2020-167101,Corporate,Cards,Second Class,Office Supplies,Paper,4,234.92
CA-2020-166184,Corporate,COD,First Class,Furniture,Chairs,3,235.846
CA-2020-122308,Consumer,Cards,Standard Class,Furniture,Chairs,2,305.764
CA-2020-166184,Corporate,COD,First Class,Technology,Phones,1,479.99
CA-2020-101637,Corporate,Online,Same Day,Office Supplies,Storage,2,113.768
CA-2020-167101,Corporate,Cards,Second Class,Technology,Accessories,2,106.0
CA-2020-166184,Corporate,COD,First Class,Office Supplies,Envelopes,3,152.01
CA-2020-155880,Corporate,Cards,Standard Class,Furniture,Chairs,1,140.99
US-2020-117534,Consumer,Cards,First Class,Office Supplies,Binders,4,205.92
US-2020-117534,Consumer,Online,First Class,Office Supplies,Appliances,4,223.04
US-2020-117534,Consumer,COD,First Class,Technology,Phones,4,234.168
CA-2020-155880,Corporate,COD,Standard Class,Furniture,Chairs,3,406.97
CA-2020-112039,Consumer,Cards,Standard Class,Technology,Phones,3,511.376
US-2020-117534,Consumer,COD,First Class,Technology,Copiers,2,527.984
CA-2020-155880,Corporate,Cards,Standard Class,Furniture,Chairs,7,1568.56
CA-2020-101077,Consumer,COD,Second Class,Office Supplies,Paper,2,89.848
CA-2020-105193,Consumer,COD,Standard Class,Office Supplies,Art,5,123.05
CA-2020-143651,Corporate,Cards,Standard Class,Office Supplies,Art,2,102.1
US-2020-117534,Consumer,COD,First Class,Office Supplies,Art,9,117.02
CA-2020-113208,Corporate,Cards,Standard Class,Furniture,Furnishings,3,105.84
US-2020-141677,Corporate,Cards,Standard Class,Office Supplies,Appliances,8,114.168
US-2020-141677,Corporate,Online,Standard Class,Office Supplies,Paper,3,116.352
US-2020-121251,Consumer,COD,First Class,Technology,Phones,4,167.96
US-2020-141677,Corporate,Cards,Standard Class,Technology,Accessories,5,168.96
US-2020-121251,Consumer,COD,First Class,Furniture,Bookcases,2,280.568
US-2020-141677,Corporate,Online,Standard Class,Technology,Copiers,5,2412.96
CA-2020-147144,Home Office,Online,First Class,Office Supplies,Art,1,103.83
CA-2020-162033,Home Office,COD,Standard Class,Office Supplies,Fasteners,2,106.76
CA-2020-162033,Home Office,Cards,Standard Class,Technology,Accessories,3,120.25
US-2020-141677,Corporate,COD,Standard Class,Office Supplies,Storage,3,133.232
CA-2020-124716,Home Office,Cards,Standard Class,Office Supplies,Paper,2,121.96
CA-2020-113705,Consumer,Cards,Second Class,Technology,Phones,5,227.1
CA-2020-144491,Consumer,Cards,Standard Class,Furniture,Chairs,2,233.246
CA-2020-113705,Consumer,Cards,Second Class,Furniture,Tables,2,332.1
CA-2020-113705,Consumer,Online,Second Class,Office Supplies,Storage,3,362.94
CA-2020-144491,Consumer,Online,Standard Class,Furniture,Chairs,3,634.558
CA-2020-144491,Consumer,Online,Standard Class,Furniture,Bookcases,5,1058.332
CA-2020-139416,Consumer,COD,Second Class,Furniture,Furnishings,2,117.008
CA-2020-113705,Consumer,Online,Second Class,Office Supplies,Labels,2,117.26
CA-2020-113705,Consumer,COD,Second Class,Office Supplies,Paper,4,121.64
CA-2020-124716,Home Office,Online,Standard Class,Office Supplies,Paper,3,111.94
CA-2020-113705,Consumer,Online,Second Class,Office Supplies,Binders,2,146.76
CA-2020-144491,Consumer,Cards,Standard Class,Technology,Accessories,1,139.992
CA-2020-124716,Home Office,COD,Standard Class,Office Supplies,Paper,2,130.68
US-2020-166611,Corporate,COD,Standard Class,Office Supplies,Binders,9,105.742
US-2020-147886,Corporate,Online,First Class,Technology,Machines,2,555.72
US-2020-147886,Corporate,Cards,First Class,Office Supplies,Storage,7,830.48
US-2020-147886,Corporate,Online,First Class,Office Supplies,Paper,2,90.96
US-2020-147886,Corporate,Cards,First Class,Furniture,Furnishings,7,127.56
US-2020-147886,Corporate,Online,First Class,Office Supplies,Paper,4,139.72
US-2020-147886,Corporate,Cards,First Class,Furniture,Furnishings,1,153.48
US-2020-147886,Corporate,Online,First Class,Office Supplies,Paper,3,150.04
CA-2020-126550,Consumer,Online,Second Class,Office Supplies,Storage,5,163.4
CA-2020-126634,Consumer,COD,Second Class,Furniture,Furnishings,5,121.2
US-2020-120147,Consumer,COD,Same Day,Technology,Phones,1,188.792
CA-2020-113474,Consumer,Online,First Class,Office Supplies,Envelopes,2,370.86
US-2020-120147,Consumer,Cards,Same Day,Office Supplies,Art,2,70.08
US-2020-154851,Consumer,COD,Standard Class,Office Supplies,Binders,5,115.715
CA-2020-129910,Home Office,COD,Standard Class,Office Supplies,Storage,1,154.76
US-2020-159205,Home Office,Cards,Second Class,Furniture,Furnishings,5,103.0
CA-2020-102771,Consumer,COD,Standard Class,Technology,Phones,5,124.95
CA-2020-154907,Corporate,Online,Standard Class,Furniture,Bookcases,2,242.3328
US-2020-159205,Home Office,Cards,Second Class,Technology,Phones,7,706.93
CA-2020-100524,Consumer,COD,Second Class,Technology,Phones,3,720.58
CA-2020-133263,Corporate,Online,Second Class,Technology,Copiers,5,3013.95
CA-2020-114524,Consumer,Cards,Second Class,Office Supplies,Binders,13,95.468
US-2020-160143,Corporate,Cards,Standard Class,Office Supplies,Supplies,3,104.7
CA-2020-133263,Corporate,Cards,Second Class,Office Supplies,Binders,1,118.54
CA-2020-100524,Consumer,Online,Second Class,Furniture,Furnishings,2,160.78
CA-2020-144680,Corporate,COD,First Class,Office Supplies,Appliances,5,161.62
CA-2020-133263,Corporate,Online,Second Class,Office Supplies,Binders,4,156.12
CA-2020-100524,Consumer,Online,Second Class,Office Supplies,Paper,8,182.04
CA-2020-145877,Consumer,Online,Second Class,Office Supplies,Storage,6,111.2
CA-2020-129028,Corporate,COD,First Class,Furniture,Furnishings,3,158.95
CA-2020-147942,Consumer,Online,Standard Class,Office Supplies,Binders,13,166.68
CA-2020-134495,Corporate,COD,Second Class,Furniture,Chairs,3,234.352
CA-2020-149881,Corporate,Cards,First Class,Furniture,Bookcases,8,527.664
CA-2020-149881,Corporate,Cards,First Class,Technology,Machines,2,4823.984
CA-2020-134495,Corporate,COD,Second Class,Office Supplies,Labels,3,116.264
CA-2020-134495,Corporate,COD,Second Class,Technology,Phones,3,111.976
CA-2020-147942,Consumer,COD,Standard Class,Office Supplies,Labels,2,105.78
CA-2020-118360,Consumer,Cards,Standard Class,Office Supplies,Paper,9,117.93
CA-2020-145877,Consumer,Cards,Second Class,Office Supplies,Envelopes,5,118.4
CA-2020-134495,Corporate,Online,Second Class,Office Supplies,Appliances,3,148.808
CA-2020-121419,Home Office,COD,First Class,Technology,Accessories,4,404.0
CA-2020-121419,Home Office,Online,First Class,Furniture,Tables,2,439.8
CA-2020-145275,Consumer,Online,Standard Class,Office Supplies,Labels,3,90.94
CA-2020-106355,Home Office,COD,First Class,Office Supplies,Art,4,108.12
US-2020-123281,Consumer,Online,Standard Class,Furniture,Furnishings,3,147.11
CA-2020-127264,Consumer,Cards,First Class,Office Supplies,Art,3,80.056
CA-2020-131156,Consumer,COD,Standard Class,Furniture,Furnishings,4,112.472
CA-2020-144848,Home Office,Cards,First Class,Technology,Phones,2,145.02
CA-2020-144848,Home Office,COD,First Class,Office Supplies,Supplies,1,254.37
CA-2020-157903,Consumer,Online,Standard Class,Technology,Phones,4,400.84
CA-2020-109211,Home Office,COD,Standard Class,Office Supplies,Envelopes,1,123.98
CA-2020-140536,Home Office,Cards,First Class,Office Supplies,Art,4,105.04
CA-2020-144848,Home Office,COD,First Class,Technology,Phones,1,133.22
CA-2020-107265,Home Office,Cards,Standard Class,Office Supplies,Paper,3,147.32
CA-2020-161592,Corporate,Online,Standard Class,Office Supplies,Binders,5,114.1
CA-2020-165904,Home Office,Online,Standard Class,Technology,Phones,2,247.184
US-2020-100930,Home Office,Online,Standard Class,Furniture,Tables,2,255.86
US-2020-100930,Home Office,Online,Standard Class,Furniture,Furnishings,3,275.072
US-2020-100930,Home Office,COD,Standard Class,Furniture,Tables,3,648.6145
US-2020-100930,Home Office,Online,Standard Class,Technology,Accessories,3,654.976
US-2020-100930,Home Office,Online,Standard Class,Office Supplies,Binders,2,106.328
CA-2020-165904,Home Office,COD,Standard Class,Office Supplies,Art,2,90.256
CA-2020-150987,Home Office,Online,Standard Class,Office Supplies,Paper,4,235.76
CA-2020-150987,Home Office,Online,Standard Class,Office Supplies,Paper,5,284.55
US-2020-136721,Corporate,Online,Standard Class,Furniture,Furnishings,2,308.96
US-2020-136721,Corporate,Online,Standard Class,Furniture,Furnishings,3,343.9
CA-2020-112333,Home Office,COD,Standard Class,Office Supplies,Storage,4,2602.56
CA-2020-157854,Corporate,Online,Standard Class,Office Supplies,Binders,3,2704.97
CA-2020-157854,Corporate,COD,Standard Class,Furniture,Furnishings,6,126.28
CA-2020-112333,Home Office,COD,Standard Class,Office Supplies,Appliances,5,142.95
CA-2020-169404,Corporate,Online,Standard Class,Office Supplies,Paper,2,115.584
CA-2020-135279,Home Office,Online,First Class,Office Supplies,Paper,4,211.6
CA-2020-122154,Consumer,Online,First Class,Office Supplies,Paper,3,266.64
CA-2020-112900,Consumer,Online,Second Class,Office Supplies,Binders,8,493.24
CA-2020-135279,Home Office,Online,First Class,Office Supplies,Storage,3,520.81
CA-2020-122154,Consumer,Online,First Class,Office Supplies,Binders,1,87.43
CA-2020-135279,Home Office,Online,First Class,Office Supplies,Labels,2,127.82
CA-2020-135279,Home Office,Online,First Class,Office Supplies,Labels,3,96.64
CA-2020-122154,Consumer,Online,First Class,Office Supplies,Labels,3,126.12
CA-2020-135279,Home Office,COD,First Class,Office Supplies,Paper,2,144.96
CA-2020-135279,Home Office,Online,First Class,Office Supplies,Art,3,132.97
CA-2020-169404,Corporate,Online,Standard Class,Office Supplies,Binders,4,160.896
CA-2020-150623,Home Office,Online,Standard Class,Technology,Accessories,1,120.99
CA-2020-125115,Consumer,Online,Same Day,Technology,Accessories,3,126.736
CA-2020-135069,Consumer,COD,Standard Class,Office Supplies,Appliances,4,240.104
CA-2020-150623,Home Office,Online,Standard Class,Office Supplies,Storage,5,335.15
CA-2020-161984,Home Office,Online,Standard Class,Office Supplies,Paper,1,96.61
CA-2020-115070,Corporate,Online,Second Class,Furniture,Furnishings,5,95.32
CA-2020-161984,Home Office,Online,Standard Class,Office Supplies,Fasteners,2,106.16
CA-2020-115070,Corporate,Online,Second Class,Office Supplies,Binders,3,97.419
CA-2020-125115,Consumer,Online,Same Day,Office Supplies,Paper,2,118.368
CA-2020-135069,Consumer,Online,Standard Class,Furniture,Furnishings,3,133.672
CA-2020-166128,Consumer,Online,Standard Class,Technology,Accessories,5,225.95
CA-2020-130904,Consumer,Online,Standard Class,Office Supplies,Art,8,97.992
CA-2020-130904,Consumer,COD,Standard Class,Office Supplies,Art,1,108.752
US-2020-100482,Consumer,Online,Standard Class,Technology,Accessories,2,115.12
US-2020-100482,Consumer,Online,Standard Class,Office Supplies,Storage,2,92.768
US-2020-143028,Home Office,COD,Standard Class,Office Supplies,Binders,3,142.364
CA-2020-166128,Consumer,Online,Standard Class,Office Supplies,Art,7,145.86
CA-2020-122735,Consumer,Online,Second Class,Office Supplies,Binders,5,145.7
CA-2020-122735,Consumer,COD,Second Class,Office Supplies,Paper,4,160.96
CA-2020-135076,Corporate,Online,Standard Class,Furniture,Chairs,6,456.704
CA-2020-155460,Corporate,Online,First Class,Office Supplies,Binders,5,925.92
CA-2020-155460,Corporate,Online,First Class,Office Supplies,Paper,1,103.28
CA-2020-141663,Corporate,Online,Standard Class,Office Supplies,Fasteners,5,99.92
CA-2020-144932,Consumer,Online,First Class,Office Supplies,Art,3,121.856
US-2020-126060,Corporate,Online,Standard Class,Furniture,Bookcases,8,210.272
CA-2020-131233,Consumer,COD,Standard Class,Furniture,Bookcases,3,280.352
CA-2020-159604,Home Office,Cards,First Class,Office Supplies,Binders,2,96.76
CA-2020-144932,Consumer,Cards,First Class,Office Supplies,Art,3,95.592
CA-2020-131233,Consumer,COD,Standard Class,Office Supplies,Binders,3,110.776
CA-2020-144932,Consumer,COD,First Class,Office Supplies,Paper,3,117.872
CA-2020-127117,Corporate,Cards,Standard Class,Furniture,Furnishings,5,166.45
CA-2020-134635,Corporate,Cards,Second Class,Office Supplies,Paper,3,100.14
CA-2020-118857,Corporate,Cards,First Class,Furniture,Furnishings,5,225.45
CA-2020-126774,Consumer,Cards,First Class,Office Supplies,Art,1,98.89
CA-2020-161851,Corporate,COD,First Class,Office Supplies,Binders,3,107.57
US-2020-141698,Home Office,COD,Standard Class,Office Supplies,Paper,4,97.736
CA-2020-114412,Consumer,Online,Standard Class,Office Supplies,Paper,3,114.552
CA-2020-108070,Consumer,COD,Standard Class,Furniture,Bookcases,1,128.833
CA-2020-108070,Consumer,COD,Standard Class,Office Supplies,Storage,4,235.92
CA-2020-122707,Corporate,Online,First Class,Office Supplies,Supplies,4,517.24
CA-2020-109946,Home Office,COD,Standard Class,Office Supplies,Art,5,80.52
US-2020-156356,Consumer,Online,Standard Class,Office Supplies,Binders,3,120.046
US-2020-156356,Consumer,Cards,Standard Class,Office Supplies,Binders,1,130.896
CA-2020-136497,Consumer,Online,Standard Class,Office Supplies,Binders,5,111.71
CA-2020-122707,Corporate,Online,First Class,Technology,Accessories,2,109.98
US-2020-138086,Home Office,COD,Standard Class,Office Supplies,Appliances,3,115.74
US-2020-156356,Consumer,COD,Standard Class,Office Supplies,Storage,2,154.544
CA-2020-119389,Consumer,COD,First Class,Furniture,Furnishings,3,109.312
US-2020-129203,Corporate,COD,Standard Class,Office Supplies,Storage,4,212.136
CA-2020-128965,Consumer,Online,Standard Class,Furniture,Chairs,3,265.352
CA-2020-128965,Consumer,Online,Standard Class,Technology,Accessories,11,290.89
CA-2020-134845,Home Office,COD,Standard Class,Technology,Machines,5,2579.985
CA-2020-128965,Consumer,Online,Standard Class,Office Supplies,Fasteners,5,114.9
CA-2020-134845,Home Office,Online,Standard Class,Office Supplies,Binders,6,100.964
CA-2020-128965,Consumer,Cards,Standard Class,Office Supplies,Paper,3,130.14
CA-2020-134845,Home Office,Cards,Standard Class,Office Supplies,Paper,4,131.736
CA-2020-134845,Home Office,Cards,Standard Class,Office Supplies,Binders,2,138.594
CA-2020-134845,Home Office,Cards,Standard Class,Office Supplies,Binders,5,127.03
CA-2020-128965,Consumer,COD,Standard Class,Office Supplies,Labels,2,114.38
CA-2020-128965,Consumer,Cards,Standard Class,Office Supplies,Labels,8,159.04
US-2020-166324,Home Office,Online,First Class,Technology,Phones,3,152.382
CA-2020-119655,Consumer,Online,Standard Class,Office Supplies,Binders,7,195.86
CA-2020-100615,Consumer,Cards,Standard Class,Furniture,Chairs,3,344.058
CA-2020-151484,Corporate,COD,First Class,Office Supplies,Storage,1,348.704
US-2020-166324,Home Office,Cards,First Class,Office Supplies,Storage,4,874.544
CA-2020-100615,Consumer,Online,Standard Class,Furniture,Furnishings,5,120.56
CA-2020-100615,Consumer,COD,Standard Class,Office Supplies,Art,2,93.76
US-2020-166324,Home Office,COD,First Class,Office Supplies,Binders,5,89.7
CA-2020-151484,Corporate,Cards,First Class,Office Supplies,Storage,3,133.336
CA-2020-119655,Consumer,COD,Standard Class,Office Supplies,Binders,4,128.56
CA-2020-166849,Home Office,Cards,Standard Class,Furniture,Furnishings,2,136.4
CA-2020-151484,Corporate,COD,First Class,Furniture,Furnishings,3,137.408
CA-2020-151484,Corporate,COD,First Class,Furniture,Furnishings,2,149.968
US-2020-152366,Consumer,Online,Second Class,Office Supplies,Appliances,4,114.264
